Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","288","Ghana","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2022","2022","%","46.84","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2022","2022","%","45.32","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2022","2022","%","48.79","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","404","Kenya","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","426","Lesotho","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2020","2020","%","34.35","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2020","2020","%","25.15","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2020","2020","%","45.94","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2021","2021","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","430","Liberia","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2021","2021","%","62.47","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2021","2021","%","58.27","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-F","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (female)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2020","2020","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2021","2021","%","66.05","E","Estimated value","Estimated | Demographic and Health Survey | Agricultural households have at least one working-age adult self-employed in agriculture. An individual owns agricultural land if they're part of such a household and own land themselves or jointly with others. and if the household owns land used for agriculture"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2022","2022","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2023","2023","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","450","Madagascar","6121","Value","SP_LGL_LNDAGSEC-M","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (male)","2024","2024","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","454","Malawi","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2018","2018","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","454","Malawi","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2019","2019","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","454","Malawi","6121","Value","SP_LGL_LNDAGSEC-_T","5.a.1 Proportion of people with ownership or secure rights over agricultural land, by sex (both sexes or no breakdown by sex)","2020","2020","%","48.2","E","Estimated value","Estimated | Fifth Integrated Household Survey | The individual is listed as owner/ holder of use rights over the parcel if her/his name is listed in the title or ownership document of the parcel or has the right to sell or has the right to bequeath the parcel."
